Review	Liked
Here's the final, hopefully, addendum to the Interconnect Study from Nevada  Power. I haven't read it thoroughly, but it appears there are no surprises.	0
This convention never worked well in the past, and certainly doesn't work here.	2
I have looked on APS' OASIS for the substations you mentioned. The only one  listed as a receipt point was Moenkopi. Below is a list of the other receipt  points available. I'll be out next week but if you need help looking to see  if transmission capacity is available Diana, Paul, or Cara may be able to  help you.	0
Great phone.	1
i owe you some money huh.  i forgot.  just send me you address again and i  will mail the check tomorrow.	0
what is your ext. i will call you	0
Shot in the Southern California desert using his patent faux documentary style, Watkins creates a film like no other.	1
I was deeply impressed with the character he played.	1
Yes me too.  I wish Id had a Kindle while I was flying solo on fussy baby nights.  :)	2
I've attached some additional proposed edits using Track Changes. The text  of the email referenced in paragraph 8 is as follows:	0
That's how I'd describe this painfully dreary time-waster of a film.	2
no.  i need rest.	0
i have the tickets for them that go in the envelopes, but i don't  have  copies.  our bills our higher b/c our electric bill was up $25.  but i didn't  keep copies.	0
Even worse than Ticker!	2
how did you lose 26 points from the last time you took the test.   you cannot  pretend some of that stuff didn't happen.	0
I was very excited to get this headset because I thought it was really cute.	1
You won't forget this movie!	1
Hands down my favorite Italian restaurant!	1
I have read other's reviews here but I haven't had any problem with it.	1
This was such an awesome movie that i bought it off of Ebay.	1
I thought it was bad.	2
did you see dynegy's earnings.  three times what they were in q2 1999.	0
Four attachments	0
Greetings, GIA Subgroup members! Attached for your review and use at our meeting on July 11 please find: (1) a matrix of all comments received as of today (July 7) concerning the IndeGO Generation Integration Agreement; (2) a matrix of all comments received as of today concerning the IndeGO Load Integration Agreement; and (3) a copy of an earlier e-mail I sent concerning our meeting on July 11 and suggested approaches for dealing with the agreements assigned to our subgroup. We will meet from 1:30 p.m to 4:30 p.m. at the KEMA facilities near the Portland airport (5933 Win Sivers Drive). Please bring with you copies of the IndeGO Generation and Load Integration Agreements and a copy of the PNSC Agreement (all of which are posted on the RTO West Web page for our subgroup - http://208.55.67.64/GIALIA_Subgroupage.htm), and the matrices attached to this e-mail. Thank you very much! I look forward to seeing you next Tuesday.	0
EES positions as of 1st of April 2001 are no available at the following level  of details: The position (long, short, and net) in electric utility x The position (long, short, and net) per customer in the electric utility x. The position (long, short, and net) per rate schedule/customer class in  electric utility x. Aggregates of the above per State, NERC Region, and Customer. If you need any position for a specific utility in your service territory,  please contact Miyung Buster ((713-853-4329) by email with cc to: Amr Ibrahim  and we shall attempt to provide the data in the shortest possible time  (currently aiming at within the same business day). Additional names for  contact will be added very soon, hopefully, to shorten the reply time and  increase data reliability.	0
Very Very Disappointed ordered the $35 Big Bay Plater.	2
I wanted to see if we could set up a time to meet next week concerning my PRC  review.  Let me know what your schedule looks like and we will try to meet  when it is convenient.  Thanks for your time.	0
Let's get together later today on the phone and discuss where we are with  EPSa, WPTF and what if anything enron should file. ALso new guy in DC office  -- Ray alvarez -- need to get him involved	0
Good food , good service .	1
i won't know until the tickets are delivered.	0
Please see the attached memorandum.	0
Not nearly as good looking as the AMAZON picture makes it look.	2
It is a true classic.	1
THE LA Times was wrong in its assertion that the ISO was asking for $5.5  billion in refunds. The filing is submitting comments to FERC. The ISO  said that the purpose of the filing is to ask FERC to be more aggressive in  their approach to market mitigation and provide context to FERC for its  decision. The report the ISO staff has done covers the period from May 2000  to Feb 2001 and calculates that prices exceeded what they would expect in a  competitive market by $6.2 billion. The ISO states that it is not claiming  that these are overcharges. They understand that other factors are in play  and that the ISO does not have access to the generator cost data -- so they  are unable to say how much of the dollars are overcharges. ISO General Counsel said he can't tell how much is an overcharge, how much  should be refunded, how much might be unjust and unreasonable. ISO is  working with other state agencies, AG, CPUC, EOB, and don't know if the  action should be taken at FERC, the courts, ... In the press conference, the news reporters are using the term gouging and  the ISO is not using that term, but not necessarily correcting the reporters.	0
Thanks for the draft. We are informed that the PX has filed in Chapter 11. It may argue that FERC's proceedings fall within the automatic stay, and that even if they don't, the accounting we are proposing inappropriately overlaps the role of the bankruptcy court.	0
It works great with a car charger, especially if you cannot plug in two adapters at the same time.	1
I got it because it was so small and adorable.	1
Overall, the film is interesting and thought-provoking.	1
ECS to ECN Network Interconnection, June 9th 2001 POSTPONED This is a notification that the Enron Corp. I/T Networks team will be  connecting the new building network infrastructure located in Enron Center  South (ECS) to the existing Enron Center North (ECN) backbone network. While  this activity is not expected to produce a disruption to network services,  this notice is designed to alert the organization to our activities. No  network hardware or systems are anticipated to be shutdown. The actual  physical interconnection of the networks will be performed in the EB 34th  floor Data Center.	0
The following project requires RCR: Project Lead: Susan J Mara  Project Name: WPTF Comments on FERC Market Mitigation Plan for CA  RCR Title: WPTF Comments on FERC Market Mitigation Plan for CA  Proposed Expenditure: $2,300.00	0
Magical Help.	1
1. eco1-53 * authorizes Enron sale of ownership interest in Brownsville and Caledonia   2. er01-836 * accepts ISO Tariff revisions  3. er01-991 * accepts ISO Tariff revisions  4. el00211 * Accepts aspects of Cities of Anaheim, Azusa, Banning, Colton and Riverside's complaint against ISO re: violation of neutrality adjustment charge  5. er011529 * notice of Nevada Power Company filing which will permit it to make wholesale sales of elec-tric power and ancillary services at market rates to eligi-ble customers located outside of its control area and that of its Sierra Pacific Power Company affiliates, and requesting waiver certain of the Commission-'s Regulations.  6. er011527 * notice of Sierra Pacific filing which will permit SPPC to make wholesale sales of elec-tric power and certain ancillary services at market rates to eligi-ble customers located outside of its two Nevada control areas, and requesting waiver certain of the Commission-'s Regulations  7. rp01-232 * re: NW pipeline Tariff  8. er011516 * notice of filing for PacifiCorp * Umbrella Service Agreements for Non-Firm and Short-Term Firm Transmission Service with Cheyenne Light, Fuel and Power Company under PacifiCorp's FERC Electric Tariff, Second Revised Volume No. 11 (Tariff).  9. el01-22 * denies Idaho Power's Request for a declaratory order that transmission capacity insufficient to serve request of Arizona Power and IP Merchant Group  10. eg01246 * Notice of NW Regional Power filing for exempt wholesale generator status  11. nr0124 * FERC approves Gridsouth Transco	0
my coworkers recommended this place to me and then i saw it on man vs food i came here thinking it was just a tourist trap and was pleased to know that it has great food the sweet potatoes fries are great and the burgers will stretch your imagination and satisfy your taste buds everything i have had here is terrific i have had zuccini fries potato fries sweet potato fries tater tots and every burger is just delicious try the black velvet if you are in the mood for a deliciously smooth beer	1
Ursula Burton's portrayal of the nun is both touching and funny at the same time with out making fun of nuns or the church.	1
Just dropped my quality medical mystery to 99 cents for kindle just to show that price has nothing to do with quality writing. Title is Floaters, not to be confused with Joe Konraths or Joe Waumgauhs Floaters.	2
jacques-  i think i should be able to go that weekend.  just wanted to let you know  since i hadn't rsvp'd.	0
Attached for your review is a draft of a Motion to Intervene Out of Time that will enable you to be parties in Docket No. ER01-902-000, the proceeding in which the PX sought to amend its tariff to relax its creditworthiness standards. In particular, please read the description of your entity under Section II for accuracy. If you have any questions or revisions, you may contact me by return email, or by phone at 202.828.7623.	0
We filed with FERC today a final version of this (which I don't yet have). We need to discuss Enron Wind doing the same. Also, you'd need to send a letter to the PX terminating your particiaption agreement. I'll send you the letter we sent. I'm assuming you would want to get out of the CTS market as well as the Day-ahead and Day-of. Call me ASAP 503-464-8862. Thanks.	0
Utterly without merit on any level, this is akin to torture.	2
i am always good.  i know the secret.  but i haven't put my good secret to  use lately.	0
Horrible!	2
tubing is so relaxing.  i have only done it once.  we are trying to figure  out things to do for the holiday weekend.  so how come you are going to  austin every weekend.  are you in love or something?	0
i will take your word for it.	0
On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.	1
this place rocked my sloan friend took me here for saturday lunch and it totally exceeded all my expectations i loved how fluffy the crepes were too often the crepes are too rich and oily making you feel gross afterward but the eiffel tower crepe was just perfect with plenty of flavor without overloading the crepe with too much cheese and oil im not sure if ive had a better crepe i wish stanford had a place like this right next to campus	1
Market Participants: Please be advised that the Friday, March 9th New Facilities Interconnection Policy Stakeholder meeting has been changed to Monday, March 19th. The location and times will remain the same.  If you are not able to attend and want to access through the internet the link has changed to the following:  http://acw.activate.net/intercall/03192001/californiaiso1_010319.ram <http://acw.activate.net/intercall/03192001/californiaiso1_010319.ram>  For those calling in, the phone information will remain the same.  If you plan to attend this meeting please RSVP to Colleen Grant at cgrant@caiso.com <mailto:cgrant@caiso.com> no later than COB on Thursday, March 15th.  We apologize for any inconvenience this may have caused you.	0
I have a question on the generation number we are pulling from your  database.  The hydro numbers are coming in positive and negative.  Could you  please explain the difference there when you get a chance.  Thanks for your  help.  Matt Lenhart	0
i love mine enough to marry the dam thing	1
Its not user friendly.	2
Hello everyone.? This is Judy on Chris' machine since I didn't get this email. Sorry this is so late - but in case any of you need the conference bridge for  the meeting starting at 10:00 this morning, the number is 503-813-5808, pass  code 942121.?Thanks.	0
It is a very well acted and done TV Movie.	1
Send us a note if you do not wish to receive these announcements.	0
Please assure that this information is forwarded to your respective Pre-Scheduling, Real Time Dispatch and Metering Operations!!! The transition to Daylight Savings Time is rapidly approaching. In preparation ISO Market Operations has provided the following Scheduling Procedure to help assure a smooth transition. The Scheduling Procedure is the same one used in 2000. CAISO Scheduling Procedure for Daylight Savings Time Transition The following is a brief explanation of how SC's should prepare schedules for submission to the CAISO Scheduling Infrastructure (SI) system for the upcoming conversion to Daylight Savings Time commencing on 4/1/01.	0
the jpeg pictures i didnt try raw looked excellent on the sony lcd screen on par with the more expensive eos 20d dslr	2
:) Anyway, the plot flowed smoothly and the male-bonding scenes were a hoot.	1
just send one check and i will write the check for all three.  i will try to  get the detail sent today.	0
any luck with those np & sp/ on-off peak curves?  let me know when you get  a  chance.	0
Another thing to love about my Kindle!!!	1
i love mine - thanks margie	1
Dessert: Panna Cotta was amazing.	1
Victor McLaglen was even bad, and Brian DonLevy was almost unrecognizable.	2
With great sound effects, and impressive special effects, I can't recommend this movie enough.   1 Call me a nut, but I think this is one of the best movies ever.   1 Great character actors Telly Savalas and Peter Boyle.   1 1 hour 54 minutes of sheer tedium, melodrama and horrible acting, a mess of a script, and a sinking feeling of GOOD LORD, WHAT WERE THEY THINKING?   0 Lots of holes in the script.   0 It's like a bad two hour TV movie.   0 Now imagine that every single one of those decisions was made wrong.   0 The dialogue is atrocious.   0 The acting is beyond abysmal.   0 Everything stinks.   0 Trouble is, the writing and directing make it impossible to establish those things that make a movie watchable, like character, story, theme and so on.   0 Worse, there's an incredibly weak sub-plot thrown in that follows a little band of latter-day Mansonites as they go after a reporter who's working on a story on the anniversary of the killings.   0 It's dumb and pointless, and a complete waste of time.   0 In short, don't bother with this movie.   0 I won't spoil it, but the ending in pretty amazing.   1 The best scene in the movie is at the end, but I won't spoil it.   1 If there was ever an indication of a writer and a director's ability to meld two highly volatile temperaments into a seamless union of creativity, then this is it!   1 The result is a powerhouse achievement, made more timely now perhaps because of our culture's disturbing fascination with celebrity, and it's distorted interpretations of fame.   1 A film not easily forgotten.   1 But, Kevin Spacey is an excellent, verbal tsunami as Buddy Ackerman Â– and totally believable because he is a great actor.   1 The scripting of the subtle comedy is unmatched by any movie in recent years.   1 The characters are interesting, even if a bit predictable.   1 Highly recommended for all ages, although the younger set will probably not appreciate some of the more subtle references, they will certainly appreciate one galley scene in particular!   1 Great movie!   1 Also the story and acting were weak.   0 At around 4 pm I bought it, at around 8pm I started to watch, at around 8.15pm I fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain... but there wasn't.   0 Either way, it sucks.   0 The script is horrendously stupid.   0 The story starts too fast with absolutely no suspense or build-up in the slightest.   0 Everything Captain Howdy says is either laughable or just plain stupid.   0 What the hell kind of crap is that?!   0 Then, there's the plot holes.   0 You could drive a semi truck into these holes!   0 Linda Cardellini is the only thing good in this film.   1 She's poised and amazing.   1 Dee Snider just plain sucks.   0 He can't act (one of the least scary villains I have ever seen), he can't write (did he write this damn movie in his sleep?   0 I was bored throughout the whole damn thing.   0 The acting sucks, the music sucks, the script sucks, the pacing sucks, the special FX suck, the directing sucks... basically, this movie sucks.   0 This film tries to be a serious and sophisticated thriller/horror flick and it fails miserably.   0 This is probably one of the least effective and utterly unoriginal films I have ever seen in my entire life.   0 A piece of cinematic garbage captured on celluloid.   0 Avoid at any and all costs.   0 At any rate this film stinks, its not funny, and Fulci should have stayed with giallo and supernatural zombie movies.   0 Avoid this film at all costs.   0 I don't know what happened in Season Five, what a mess.   0 The only consistent thread holding the series together were the amazing performances of Leni Parker and Anita LaSelva as the two Taelons in quiet idealogical conflict.   0 Now this is a movie I really dislike.   0 It's one of the most boring Horror movies from the 90's mainly because it starts slow and centers in a boring atmosphere.   0 The puppets look really cheesy , not in a good way like in the Puppet Master 80's flicks.   0 The story is lame, not interesting and NEVER really explains the sinister origins of the puppets.   0 There aren't death scenes like in previous movies and the f/x are terrible.   0 I felt asleep the first time I watched it, so I can recommend it for insomniacs.   0 The fact is, this film is a wonderful, heartwarming tale about two people chasing their dreams.   1 The best part about Nurse Betty is it's unpredictability.	1
Phenomenal food, service and ambiance.	1
I have purchased these for both family and friends, and all enjoy their clarity and ease of use	1
ridiculously positive and plentiful reviews for a reason fresh fast delicious and reasonably priced some of the best falafel if not the best ive ever had	1
cool phone.	1
Go watch it!	1
Great product, fast shipping!.	1
have you purchased your ticket for vegas yet?  i am going to get mine this  week.  let me know if you are going.	0
i got a tee time sat at 10 am.  the course is cypresswood.  let me know if  you are in or out.	0
I really hope the team behind this movie makes more movies, and that they will continue to do so in their own, some kinda weird style.	1
Wasted two hours.	2
sometimes b wakes up turns to me and says i want pinkberry so i roll over and oh me i realize that he is actually referring to the tangy cool frozen yogurt product that we enjoyed in nyc low and behold yelp points me to berryline and all is well b rad and i hit up the cute little shoppe one fine evening and stood in the line that went out the door full of other peeps eager for a creamy probiotic confection if you are not on your toes the pressure can build when it is your turn to order and you havent quite decided what to get the toppings really need to be scoped out unless you can read the sign up by the counter with the choices are you fruity or more of a candy ass tough call how about a combo i wanted kiwi and chocolate no dice player the young chapling at the counter said they were all out of chocochips the horror all fruity for me then i selected the original yogurt flavor with luscious kiwi and pineapple i like my fruit like i like my teenage boys fresh and ripe oh and it was they had other yogurt flavors blueberry and cranberry that evening i was tempted by these choices but the original tangy flavor compliments bold fruitiness so well my b also chose original and selected reeses pieces and oreo i was so proud the small size was perfecto and two overflowing topping choices hit the spot for i didnt have any dinner that evening tis okay if i dont have my required daily intake of sweetnessme go crazzzzzzzzy the prices are cheaper than the pinkberry and the quality to me was just as good berryline is bradget approved teee heeee awww precious	1
Reversible plug works great.	1
i would but i am going to the spa	0
you need this shirt	0
can you send down a foward curve for sp, np, and pv?  also, where can i get  these curves daily?	0
give me a call from dc when you get a chance.	0
It was very popular when I was in the cinema, a good house and very good reactions and plenty of laughs.	1
Generous portions and great taste.	1
love my new 3G kindle too!!	1
putting the race card aside, lets look at the major flaw in the film: they destroy latifa's character.	2
let me know when you want to play liars.  next time i won't be as tardy.  i  usually pay up quick.  glad you got your money.	0
I thought Errol Flynn was brilliant as Custer and has since become my favourite actor!	1
The use of slow-motion needlessly repeats itself throughout the movie but is well backed up by bad acting (and bad is a kind word here), no continuity, scenes that are thrown in for no reason whatsoever, vehicles that looked like they were made from a Corn Flakes box and a directorial style that bordered on stupidity.	2
In light of the opening of the energy industry, the Mexican Bar Association  has been asked by different sectors to create the Energy Law Committee. I am  pleased to?inform you that I have been asked to chair such committee. As part of our endevors, we will be involved in the upcoming reforms to the  energy industry.	0
But despite these few flaws, this case is of exceptional quality and well worth the additional costs of owning an official OEM product.	1
This one works and was priced right.	1
This is the same document sent last night, converted to Word for those who  were unable to open it with Word Perfect. Please give me your comments as soon as possible.	0
My girlfriend's veal was very bad.	2
The following is a brief explanation of how SC's should prepare schedules for submission to the CAISO Scheduling Infrastructure (SI) system for the upcoming conversion to Daylight Savings Time commencing on 4/1/01. When submitting preferred or revised preferred schedules for Trade Date 4/1/01, which is considered a Short day because an hour is lost, SC's should schedule all 24 hours of information with the data for HE03 being zeroed out in the template or blanked out when using the CAISO SI Web Workspace to submit schedules. The ISO's System Applications (SA) do not read or write data from/to the SI database for the Short day's HE03. Therefore, no data will be sent to settlements for this hour. Consequently, settlements will have only 23 records for this Short day, Trade Date 4/1/01. If you have additional Scheduling questions for this trade date, please contact Ginger Seitles, ISO Market Operations, @ (916)351-4420.	0
The Federal Energy Regulatory Commissionn (FERC) has changed the start time of the Technical Conference scheduled for Tuesday, June 19, 2001. The meeting will now begin at 11:00 a.m. E.T.  The Capitol Connection is offering this meeting via the internet and phone bridge only.  If you have any questions, please contact our office at capcon@gmu.edu or at 703-993-3100.	0
We should probably make sure we're coordinated on this one. Greg Wolfe has a history on this one--apparently we've been contacted by Puget in the past, by certain of the customers in the past, and by consultants to the customers. Also, Dave Fuller was inquiring about Puget's customers as well.	0
Please note the attached press release from Governor Davis regarding a new energy efficiency program in which he references a contract with EES.	0
i am staying in town for the weekend.  what are you doing?  i think that i am  going out sat.  give me a call if you are going out.	0
Go To Place for Gyros.	1
I had absolutely no problem with this headset linking to my 8530 Blackberry Curve!	1
I was reading with it for around 8 hours yesterday and the battery is hardly even drained.  <3 my Kindle!	2
I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 20 % left in the morning.	2
It is rare when a film-maker takes the time to tell a worthy moral tale with care and love that doesn't fall into the trap of being overly syrupy or over indulgent.	1
Excellent bluetooth headset.	1
their granola with fruit is top notch their waffles are delish we like coming here for dinner since the wait on weekends for brunch is ridonculous as much as i like my pancakes im not waiting one friggin hour for them atmosphere is quirky eccentric and funwelcome to cambridge friends usually packed with lots of mit students which is obvious when you start hearing the folks at the neighboring table start talking about semiconductors mechanical engineering and sht while the service can be inconsistent at times what can i say i love this place	1
Technology Seminar Announcement   Technology 4 Attorneys, LLC  invites you to attend our seminars on:  ?? April 3, 2001,? EUGENE,  April 4, 2001,? SALEM,  April 5, 2001,? PORTLAND   Save Time, Money, and Improve Your Law Practice with Technology   Morning Session - INTERNET HELP $75  Afternnon Session - PRACTICE HELP $75  Both Sessions $145   **Application for 6.0 Oregon MCLE Credits in Process**   SOME DEMO SOFTWARE GIVEAWAYS!!!  ?   Seminar Highlights   Learn How To:   *Improve and Expedite Your Internet Legal Research  *Capture More Billable Time/ Improve Case Management  *Design or Update Your Firm Web Site to Make it Work Better  *Eliminate Your Fax Machine, Postage Meter, and Copier  *Utilize Inexpensive and Indirect Tech Advertising Techniques  *Save Time and $ With Practical Technology Recommendations   TIME IS SHORT...Seating is Limited...FOR SEMINAR BROCHURE,  MORE INFO, OR TO REGISTER, go to: www.technology4attorneys.com	0
i got your email address.  hope you had a great new years.	0
Mary informs me that the Cal ISO has filed (1-30-01) with FERC that it will not be filing a new Congestion Management proposal at FERC as required in previous Orders.	0
Have been going since 2007 and every meal has been awesome!!	1
awesome food selected from either seasonal menu or daily options the meatloaf which is currently standard was delicious and the green bean and sweet potato tempura starter was light and very tasty the dessert the girl scout trio consisting of their take on samoas tagalongs and thin mints was well orgasmic the waitress roxanne whom i told did not have to put on her red dress was sweet and not overly attentive oh and its byob i will definitely be back	1
From yesterday's Power Marketer conference call, attached are Mirant's  circuit breaker complaint and Williams' draft NYISO TEP Extension  intervention.  - Williams NYISO TEP Extension Intervention.doc - Williams NYISO Retroactive Price Adjustments.doc - mirant complaint.doc	0
Spend your money elsewhere.	2
do i have to wear a tux or a suit	0
You also cannot take pictures with it in the case because the lense is covered.	2
Superb Phone on a Great Network.	1
Also great directing and photography.	1
I want verification from Tim, Chris Calger, and you that working on the RTO West tariff and generation interconnect agreement is consistent with my new narrower role as regulatory attorney for the West power desk and the apporpriate priority for use of my time. Should I ask them now or should I wait until after we meet next week?	0
two steppin' is for people who cant dance & i am a great dancer so therefore  i do not two step.	0
i didnt see the need to go up to the xti nikon d40x nikon d80 because at 8 mp you can pretty much blow the xt pictures up to poster size and not really see huge loss in detail	1
This movie creates its own universe, and is fascinating in every way.	1
Here is the information you need. Company: 409 RC: 1261 Dept Name: Government Affairs (Enron Corp.) Invoice Contact: Lysa Akin - Admin Asst for the Regulatory Group in  Portland. Mary is actually a Director so she may be the primary contact. If you have any questions, please let me know.	0
Please see attached. The following information is from the web server: 1. Logon: IUSR_GRANITE 2. Remote Host: dsl226.usw2-224.pacifier.com 3. Remote IP Address: 207.202.224.226 4. Form URL:  https://secure.bpa.gov/power/secure/psp/ratecase/discovery/wp_02_response.html 5. Browser Client: Mozilla/4.76 [en] (Win95; U)	0
The method for distribution of the weekly reports has changed. Hard copies will now be distributed through your administrative assistant.	0
List of People for my evaluation (created by Mary Hain/HOU/ECT on 11/13/98)	0
send me your resume and i will get it to some people in both groups.  call me  tonight and we can discuss this.	0
Love the commercial cant do without my Kindle.	1
This week's Power Marketers Working Group conference call will be held on  Wednesday, March 21st, at 2:00 p.m. (EST). To access the call, dial  1-800-937-6563. Ask for the Julie Simon/EPSA Call. An agenda is outlined  below. March 21, 2001 Conference Call Agenda  ? California ? EPSA Draft Filing on Staff Recommendations on Market Monitoring ? To be forwarded ? EPSA Response to Refund Order ? EPSA Response to Order Removing Obstacles ? Cal ISO Actions  ? New York  ? Technical Conference on Function 8  ? Washington Regulatory Staff Meeting ? Thursday, March 29th, noon  ? EPSA has moved: Our new address AND PHONE NUMBER: 1401 New York Avenue NW, 11th Floor Washington, DC 20005 Phone: (202) 628-8200 NEW!!! Fax: (202) 628-8260	0
Attached find two drafts, one a redline/strikeout and the other a clean first draft of the RTO West tariff glossary. In addition to making the changes we discussed to the Transmission Operating Agreement, I also took the liberty of adding a number of definitions that I cribbed from the FERC pro forma (changing Transmisison Provider to RTO West where applicable). I recognize that some of these definitions may not be applicable to the new types of transmisison service but I thought if we made these definitions available to the technical groups they could tell us if they needed them and we would be assured that terms were used consistently with the FERC pro forma and throughout the RTO West tariff.	0
Then I had to continue pairing it periodically since it somehow kept dropping.	2
Steer clear of this product and go with the genuine Palm replacementr pens, which come in a three-pack.	2
If you are looking for a good quality Motorola Headset keep looking, this isn't it.	2
Just consider the excellent story, solid acting and look of the film as added bonuses.	1
iPad + Kindle app = AWESOME!	1
Disappointed!.	2
I think the point of the commercial is that, even with Borders closing many stores and publishers struggling, THE BOOK LIVES ON...just in a different format. The eBook is the future, whether people like it or not, and the Kindle is the best platform for it, in my opinion.	1
i though about upgrating to a different camera xti 30d nikon d40x even nikon d200 but really have no need for it it would almost be a waste for my needs and in my case money is almost no matter how ever i could just not justify purchasing something else	2
Con: spotty service.	2
oh man the baked goods spread at flour is enough to inspire great great things and i think it does everyday everything i have tried has hit the spot muffins quiche breakfast sandwiches poptarts fruit tarts i could keep going everything is made from super fresh ingredients and you can taste it they also are incredibly conscious of dietary restrictions its great for vegetarians vegans and glutenfree even the bakery section there menu has enough variety that you can keep going back without getting bored and i do very oftenthis place is amazing which is why it is usually packed it is worth every second of what can be a long wait such a gold mine	1
For your review are EPMI's fourth quarter reports for Canada and Mexico.	0
Thanks. Can you give me some contact names at PGE. I know Peggy Fowler but  who does FERC and RTO stuff?	0
I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.	2
Attached is a brief proposal for economics arguments against the CPUC's proposal for load based price caps. Obviously, these arguments would also apply to the ISO Board's recent decision.	0
Works good.	1
did you ask that ckick out for sat or not	0
i suck at softball and i hate playing it.  i have a ' team building' thing at  the rockets game.	0
i am going to take rodell meally.  he can recover from that acl quickly.	0
i leave for denver on thurs.	0
doesn't matter.  it won't happen either way.	0
Voice Quality, Signal Strength, Dropped Calls.	2
i love mani sometimes the dishes may be hit or miss but they are at least attempting to think outside the box and sometimes they go way outside of it the pickled cherry tomatoes are definitely worth trying for the experience of the sweet vinegary flavor explosion you get when you bite into them love the ice less water in the table nothing irks me more than drinking water filled with ice cubes decent wine selection will be back	1
I love every minute I spend with my new friend, MY Kindle.  I read myself to sleep every night.  Love the beautiful red leather lighted cover!  I NEVER leave home w/o it!	1
If you're not familiar, check it out.	1
one of my favorite places in bostoncambridge ever this is the place to go for the best sandwich ever i always get the roast beef and horseradish sandwich which comes on the most amazing bread ever with amazing crispy thin fried onions their sticky buns are also heavenly of course ive also tried the raspberry spritzer which was very refreshing with my sandwich overall joanne change is a genius who by the way constructed a massive birthday cake for harvards 375th birthday google it beware though at lunchtime it gets super packed so be prepared to wait in line for a while or get there at about 1145am to beat the rush	1
let's do our bet tomorrow night.  i will give you 2 strokes.	0
this doesn't have an attachment.  how about them seminoles!	0
Watching washing machine twirling around wouldn't hurt your eyes as much as this show.	2
@ John Tapley carrying books around causing back issues has nothing to do with exercise. If doing so made kids less fat, then why would there be fat youths still? Get over yourself. Textbooks on kindles would be great. Not so great for irresponsible kids (which is nearly all of them)	2
i think charlies is cool i was looking for a laid back place to celebrate my 21st with a few friends and i came across charlies on this website a review mentioned it being dirty and the food being soso but i had a really great experience i got the double guacamole cheeseburger and it was delicious someone had mentioned that they dont substitute sides but the waitress gave me an option of chips or fries it is a mixed crowd but everyone seems to agree on the jukebox and we listened to great music all night and enjoyed some good beers and good food we even dared to order dessert and the apple dumpling was really good karaoke started around 1030 and this is when it started getting crowded but we managed to snag a booth and keep it for the night arrive around 9 if you want a seat at a booth or table the bathroom is kind of sketchy but nothing worth losing a star over overall charlies was a really good experience and i cant wait to go back	1
This movie has a cutting edge to it.	1
I enjoyed it.	1
deadline for entries is Friday, July 27.	0
Over the last few months the ISO has discussed some basic principles for a new Demand Responsiveness program. This program, the Discretionary Load Curtailment Program (DLCP), is intended to attract significant voluntary curtailments before the ISO enters into emergency conditions. The DLCP, which is a combination of a Day Ahead and Day Of, is an energy-only payment program and gives Loads the control that many need, to feel comfortable participating in a demand response program. We request that you review the attached draft description of the program. Any feedback would be helpful for us as we near completion of the program design. You may send your comments to Glen Perez, gperez@caiso.com . We would appreciate any comments you might have by Monday March 12th.	0
They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!	1
it is only for review	2
The color is even prettier than I thought it would be, and the graphics are incredibly sharp.	1
i ordered the don its a pretty good sandwich and its averagely priced i love how they shave the cabbage to thin pieces its easier to eat it that way	1
Give this one a look.	1
In case you had not seen this	0
While you don't yet hear Mickey speak, there are tons of sound effects and music throughout the film--something we take for granted now but which was a huge crowd pleaser in 1928.	1
This was utterly confusing at first, which caused me to lose a couple of very, very important contacts.	2
cool.  i will be home by 8 tonight	0
just went for brunch today based on a friends recommendation superb inventive delicious selections i had the go green a scramble with a homemade basil pesto and perfectly marinated mushrooms topped with fried green tomatoes and fresh mozzarella got a side of cheese grits that were about as accurate as it gets the food is fresh interesting and yummy and the coffees not bad the atmosphere is hipster as hell but the waitstaff is friendly rather than surly definitely a cozy place for the lgbtq crowd the disco brunch will feel a little like an evening at the midway but not too crunchygranola please note the service was a little sloppy this morning but these guys opened less than 48 hours ago if you go in the next few weeks be patient in terms of service since theyre a brand new businesstheyre still getting their feet wet the food is definitely worth a little wait or scatterbrainedness and i have no doubt things will be running ship shape in no time	1
sure. i will give you a call before i pick you up.	0
best place on earth i grew up in the area and ive eaten a number 1 with everything on it sometimes a number 3 with everything more times than you could possibly imagine interspersing these number 3s and 1s were many a cheeseburger cheesesteak and sanchez forget that footlong horseshit you can get something thats at least two feet long here for around 5 its better than whatever sandwich place you go to except maybe georges	1
I do not know if this was Emilio Estevez's directorial debut, but the pacing, the interplay and development of the characters as well as some clever camera work surrounding the character Estevez plays all suggest a natural eye.	1
The dept. conf. call scheduled for Friday, March 23 at 10:30am (CST) has been  cancelled.	0
This gets a 1 out of 10, simply because there's nothing lower.	2
excellent crepes good strong coffee fair service tough to beat we havent tried the rest of the menu yet but i have no reason to believe it is any less stellar probably the best brunch food weve had in a2 and among the best ive ever had even with the weekend crowds we got a table in 20 min no reservations and were served promptly	1
i told her that you were interested in her	0
I'll even say it again Â– this is torture.	2
It never condescends, all the characters have good genuine hearts and believable problems.	1
This is a great feature	1
